class,u,g,r,i,z,redshift
STAR,19.07102,18.0139,17.51009,17.31524,17.23491,0.000755086
GALAXY,18.27637,16.53353,15.7278,15.34265,15.04055,0.06747919
STAR,18.92278,17.43406,16.85969,16.65171,16.52776,0.000465222
GALAXY,19.49018,18.69087,18.40932,17.98627,17.87467,0.08137379
STAR,16.77757,15.79099,15.65251,15.61812,15.64404,0.000652362
STAR,17.5054,15.80306,15.14073,14.883,14.74835,8.63E-05
STAR,16.73909,15.50358,15.00279,14.8113,14.7381,0.0009889
STAR,19.1247,17.39795,16.75752,16.51347,16.3906,0.000246799
GALAXY,17.46768,15.51855,14.64059,14.21238,13.86848,0.0385065
GALAXY,19.14289,17.58933,17.22007,16.97656,16.92214,0.05014241
GALAXY,19.49632,17.59388,16.67482,16.25166,15.95042,0.09504843
GALAXY,19.45274,17.62178,16.68552,16.27155,15.9206,0.09546287
GALAXY,18.45212,16.89779,16.04317,15.65277,15.35365,0.09588677
GALAXY,19.30342,17.38579,16.42225,15.99919,15.64936,0.09656405
GALAXY,19.27068,18.5268,18.12876,17.75474,17.72392,0.1375496
GALAXY,18.951,17.08533,16.11569,15.69776,15.33339,0.09537001
GALAXY,17.89386,16.11245,15.34051,15.00042,14.70411,0.09642068
GALAXY,18.70498,17.23423,16.5517,16.18321,15.91227,0.06256203
GALAXY,18.99524,17.87855,17.19045,16.82093,16.56422,0.1512586
GALAXY,18.59652,17.28157,16.71329,16.36005,16.12741,0.05838413
GALAXY,17.95627,16.46152,15.72164,15.30538,15.0177,0.06864782
GALAXY,19.04204,17.87724,17.45017,17.21807,17.22886,0.05841528
STAR,17.35868,16.26491,15.91327,15.79312,15.79815,-8.45E-05
STAR,17.88942,16.55713,16.10999,15.9643,15.89903,-0.000145414
GALAXY,18.73601,16.59921,15.56108,15.12695,14.77491,0.098474
GALAXY,19.52077,17.50807,16.52395,16.08269,15.73608,0
GALAXY,19.33492,17.25626,16.32616,15.91549,15.54986,0.08873131
GALAXY,18.18003,16.07295,15.08006,14.62374,14.25727,0.09037467
GALAXY,19.12968,17.53014,16.70312,16.30732,16.00915,0.09169753
GALAXY,18.86843,17.42523,16.59959,16.16429,15.83184,0.09730428
GALAXY,18.68823,17.60337,17.32386,17.12174,17.00394,0.0463312
GALAXY,19.52407,18.15866,17.44809,17.07915,16.8003,0.09289638
STAR,19.3824,18.43046,18.16253,18.06108,18.0092,3.09E-05
GALAXY,19.28799,17.44256,16.54024,16.12604,15.78613,0.09554408
STAR,17.90158,16.98052,16.75042,16.65792,16.64194,0.000116237
GALAXY,19.34353,18.01985,17.20665,16.78012,16.49426,0.1442524
GALAXY,19.09596,17.07662,16.16983,15.72136,15.34942,0.05991426
GALAXY,19.44706,18.06446,17.47818,17.14834,16.89766,0.1043095
QSO,19.10702,19.07256,18.79198,18.64582,18.07549,0.3372652
QSO,19.03104,18.46669,18.11303,18.04101,17.43849,0.3449105
GALAXY,18.58894,17.37458,16.94893,16.7297,16.77008,0.03401261
GALAXY,19.40503,17.48724,16.53689,16.08374,15.7189,0.0655472
QSO,19.50942,17.5641,16.60739,16.10064,15.76186,0.06103761
GALAXY,19.10797,17.57482,16.77922,16.37828,16.08525,0.09604297
GALAXY,18.6479,16.66485,15.59894,15.12062,14.85318,0.06358586
QSO,18.94769,18.79742,18.65749,18.60048,18.73997,1.40169
QSO,18.79575,18.57321,18.55136,18.35209,18.30321,1.812651
QSO,19.06688,18.69043,18.51842,18.41969,18.17964,2.137572
GALAXY,19.23177,17.46849,16.54995,16.02666,15.61895,0.0610805
GALAXY,19.56517,17.64734,16.72979,16.29004,15.9327,0.06397337
GALAXY,19.35042,17.61593,16.72431,16.21484,15.82124,0.06570753
GALAXY,18.74892,16.90716,15.95795,15.48473,15.08246,0.06359103
GALAXY,19.19234,17.33534,16.35525,15.85395,15.51435,0.09228784
STAR,19.09539,18.11292,17.78169,17.65197,17.57892,0.00048925
QSO,18.79426,18.34404,18.25214,18.3229,18.19995,0.8181214
GALAXY,18.37732,16.88301,16.28039,15.94014,15.78495,0.04713511
GALAXY,19.10244,17.63602,16.90735,16.52213,16.25722,0.06346736
GALAXY,19.18205,17.14069,16.10541,15.68298,15.29503,0.1253822
GALAXY,18.43279,16.6275,15.71816,15.25928,14.88557,0.05594477
STAR,19.07583,17.58162,16.95899,16.70053,16.53613,0.001075843
STAR,18.15939,16.46312,15.80274,15.57366,15.45408,3.33E-05
STAR,18.72703,17.26665,16.67284,16.44205,16.30302,0.000481111
STAR,18.70255,17.28837,16.6527,16.40006,16.24515,0.000377808
STAR,17.00017,15.58659,15.04507,14.8149,14.70066,0.000494897
GALAXY,17.97968,16.57929,15.81588,15.38484,15.00796,0.03808302
STAR,17.67043,16.20217,15.636,15.44809,15.32646,0.000152524
GALAXY,19.47097,17.4802,16.58447,16.17016,15.81771,0.06308059
STAR,19.48088,17.9746,17.34453,17.11736,16.98896,7.34E-05
GALAXY,19.49037,18.2175,17.42162,16.97952,16.68882,0.1156367
STAR,19.1655,18.07046,18.21098,18.37862,18.57238,0.000592458
STAR,17.61348,16.07891,15.48947,15.28356,15.18689,0.000190312
STAR,17.22627,15.45379,14.81873,14.59723,14.48447,4.71E-05
GALAXY,19.08307,17.67275,16.96354,16.57325,16.28621,0.0597514
STAR,19.36181,18.16825,17.62504,17.39792,17.29436,0.000488068
GALAXY,17.79835,16.35954,15.67576,15.28575,14.9844,0.03730522
STAR,17.00784,16.07094,15.73836,15.60719,15.55462,0.00071068
QSO,15.92846,15.75834,15.68789,15.79105,15.2599,0.3589468
GALAXY,19.30481,18.2557,17.84356,17.56442,17.36537,0.0485734
QSO,19.21506,18.41121,18.32756,18.30601,18.12276,2.684319
STAR,17.85959,16.18301,15.56699,15.37634,15.28177,-5.05E-05
GALAXY,18.42401,16.48616,15.58818,15.16028,14.82537,0.04899042
GALAXY,19.04675,17.8448,17.28803,16.95378,16.77695,0.0823582
GALAXY,19.58491,18.57561,17.67808,17.22836,16.93699,0.223468
STAR,17.87044,16.75399,16.34901,16.19393,16.13444,-1.70E-05
STAR,18.98361,17.83656,17.32091,17.11787,17.00929,0.000114978
GALAXY,19.11032,18.06835,17.6618,17.34074,17.25613,0.08386619
GALAXY,18.64009,17.05594,16.25369,15.80932,15.48454,0.08434325
GALAXY,19.33939,17.72716,16.90447,16.45859,16.14578,0.08470514
QSO,19.33625,19.10618,18.84022,18.88604,18.81327,1.061694
QSO,18.9978,18.40489,17.94253,17.56832,17.47339,1.564207
STAR,18.56139,16.76052,16.06365,15.81395,15.68069,-2.91E-06
STAR,19.12334,18.21254,17.86785,17.73203,17.68303,0.000758047
GALAXY,19.13235,17.135,16.20414,15.77855,15.45024,0.07515175
STAR,18.63928,18.40783,18.72516,18.96407,19.11441,-0.000113937
GALAXY,17.92957,16.20432,15.3285,14.84212,14.48557,0.0747895
GALAXY,18.95534,17.08021,16.13205,15.65296,15.25118,0.05176416
GALAXY,18.39349,16.53366,15.56921,15.092,14.71846,0.07376982
GALAXY,18.19049,16.85052,16.12945,15.67529,15.38433,0.07545097
STAR,18.97626,18.03446,17.68962,17.57739,17.52023,4.03E-06
GALAXY,19.32554,17.3354,16.4046,15.97445,15.63738,0.07552451
GALAXY,18.85297,17.48134,16.86091,16.48637,16.23463,0.05539397
GALAXY,18.78915,17.53583,16.91396,16.53786,16.29176,0.07356068
STAR,19.57764,18.62945,18.26413,18.10023,18.02482,6.50E-05
GALAXY,19.03454,17.84141,17.34953,17.01541,16.87057,0.0755645
GALAXY,18.93401,17.78166,17.13355,16.73445,16.51227,0.0910571
GALAXY,19.43435,18.26325,17.79818,17.46311,17.27473,0.0750734
QSO,19.0634,18.96466,18.83459,18.65398,18.54942,1.955735
GALAXY,18.86893,17.77161,17.27226,16.92198,16.76753,0.09644709
STAR,19.29643,18.30095,17.97338,17.86088,17.78991,-0.000309939
STAR,19.48781,18.34975,18.32759,18.39081,18.48263,0.000779206
GALAXY,18.61506,17.66902,17.3256,17.07911,16.96687,0.055526
GALAXY,17.68773,16.15192,15.37372,14.9532,14.64231,0.05580719
GALAXY,19.50523,18.08859,17.06812,16.59314,16.23049,0.1714733
GALAXY,19.04896,17.62684,16.84383,16.4579,16.17873,0.0957781
STAR,16.8609,15.65459,15.84795,16.01778,16.09447,-5.20E-05
STAR,17.58932,16.63618,16.34774,16.26472,16.23644,0.000123053
STAR,17.87543,16.84058,16.58549,16.52185,16.52229,9.77E-06
STAR,18.17631,16.95115,16.38739,16.1694,16.05073,-4.83E-05
STAR,17.44692,16.51682,16.24003,16.14652,16.11031,-0.000273817
GALAXY,19.47946,18.03308,17.39289,17.06784,16.83607,0.07452711
STAR,18.78733,17.95024,17.64966,17.54325,17.51614,-0.000482178
STAR,17.50681,16.05808,15.52935,15.36461,15.28286,-3.77E-05
STAR,17.52509,16.50577,16.20803,16.10891,16.07813,8.45E-05
STAR,17.612,16.7678,16.44467,16.32392,16.29116,-0.000594061
GALAXY,19.55005,19.45104,19.55948,19.68855,19.8034,0.5843571
STAR,19.56222,18.61031,18.35587,18.2285,18.22787,-0.000334776
STAR,16.38163,15.44816,15.16225,15.06545,15.05005,0.000655746
STAR,17.37095,16.27888,15.86988,15.7317,15.69633,7.70E-05
STAR,18.85767,17.78661,17.99048,18.16379,18.28648,-0.000256686
STAR,17.41434,16.52501,16.20485,16.07789,16.02643,0.001026436
STAR,19.12092,18.22013,17.98256,17.89219,17.83752,6.46E-05
GALAXY,17.94159,16.6496,16.00563,15.64483,15.36471,0.03443914
GALAXY,18.41705,17.3414,16.8993,16.6444,16.47451,0.03457854
STAR,19.13914,18.14602,17.76331,17.61261,17.53908,2.17E-06
STAR,17.43897,16.26901,16.20808,16.25376,16.29207,-0.000858878
STAR,18.96441,17.58614,17.0402,16.83655,16.74259,0.000134893
STAR,19.27851,17.59257,17.7325,24.35682,18.04501,-3.39E-05
STAR,19.5731,18.34088,17.81578,17.58725,17.49151,0.000255109
STAR,16.96505,15.7589,15.83425,15.92798,16.00828,-6.58E-05
STAR,19.05459,18.04969,17.6553,17.56808,17.48506,-0.000132466
STAR,17.88768,16.85683,16.72489,16.70373,16.71813,0.000278954
STAR,19.06321,17.69734,17.16108,16.98235,16.8865,-2.63E-05
GALAXY,16.9911,15.17415,14.37363,13.99589,13.71774,0.03983419
STAR,18.99404,17.49792,16.92866,16.72374,16.63062,-0.000171654
GALAXY,17.78947,15.91691,15.07053,14.67859,14.36553,0.04041696
QSO,19.5456,19.30174,19.28545,19.03486,18.92336,1.708234
STAR,18.95988,17.82082,17.37332,17.20241,17.13798,-4.61E-05
STAR,18.43803,17.35825,17.17337,17.13696,17.16753,8.74E-05
QSO,18.20361,18.04696,17.7736,17.79992,17.86788,1.078722
GALAXY,18.9386,17.40152,16.62746,16.27216,15.9696,0.04044159
GALAXY,17.6157,16.21818,15.50727,15.09512,14.76708,0.03950118
GALAXY,18.98946,17.83726,17.34649,17.12594,16.98877,0.03979656
GALAXY,18.76092,17.06253,16.26154,15.85517,15.54927,0.0635696
STAR,19.11269,17.97062,17.43498,17.19457,17.0672,0.00019872
STAR,17.68786,16.79101,16.52302,16.42408,16.39017,3.52E-05
STAR,18.23652,17.03079,16.52341,16.28072,16.18811,0.000122931
STAR,18.31584,17.36814,17.06714,16.91268,16.87696,2.56E-05
STAR,18.35068,17.1323,16.69338,16.5298,16.45769,0.000164416
GALAXY,18.04187,16.38026,15.51751,15.04708,14.68362,0.04593659
GALAXY,18.05132,16.94163,16.56012,16.27179,16.12879,0.05315065
GALAXY,17.75489,16.31037,15.54011,15.10274,14.79766,0.04652571
STAR,19.14551,17.94895,17.85661,17.85323,17.88321,-0.000221536
GALAXY,18.03995,16.84321,16.26401,15.86949,15.62851,0.04825275
STAR,19.22729,18.10856,17.62888,17.42704,17.30622,-5.15E-05
STAR,18.64252,17.46848,17.34717,17.33329,17.36111,-9.56E-05
STAR,18.25633,16.75476,16.15203,15.92617,15.82208,9.41E-06
STAR,19.32972,19.59161,19.94725,20.23962,20.30066,-0.000116555
STAR,19.56442,18.31213,18.15499,18.12128,18.10196,-0.000429915
GALAXY,19.57101,17.94255,16.91265,16.47159,16.0629,0.08782733
STAR,18.10185,16.71889,16.11128,15.8495,15.70898,0.000592011
GALAXY,18.38508,17.15037,16.61963,16.38986,16.27164,0.7351998
QSO,18.14292,17.74537,17.58131,17.57654,17.47079,0.7628108
STAR,17.80781,16.46973,16.38199,16.34636,16.35388,-0.000582766
GALAXY,18.92431,17.23879,16.34981,15.87913,15.53199,0.08465462
QSO,19.2607,17.75067,17.52371,17.3766,17.15547,2.832395
STAR,18.10821,16.77918,16.21246,16.0048,15.90154,-0.000417835
GALAXY,18.90115,17.03906,16.03109,15.4815,15.06539,0.08011556
GALAXY,19.2421,18.07248,17.57599,17.21374,17.00031,0.06661516
QSO,17.01633,16.8166,16.47103,16.01772,15.98409,0.1464716
STAR,17.34144,17.66519,18.08743,18.37465,18.64286,-5.11E-06
STAR,19.17439,17.9477,17.45896,17.27624,17.12362,-1.16E-05
GALAXY,18.63084,16.69326,15.67451,15.20557,14.82077,0.09280799
GALAXY,18.43597,17.47617,17.10257,16.90971,16.82976,0.01660742
GALAXY,17.9878,16.51811,15.74451,15.30433,14.98556,0.0504769
STAR,18.45084,17.39167,16.97855,16.82599,16.76456,-0.00034075
GALAXY,19.34707,17.76923,16.92714,16.48486,16.14608,0.07900908
GALAXY,18.53797,17.16947,16.5021,16.18933,15.95892,0.05936759
QSO,19.18215,18.79711,18.8115,18.61492,18.51464,0.5382954
GALAXY,18.12316,16.31978,15.37991,14.91012,14.5367,0.05909181
GALAXY,19.46922,17.96987,17.31625,16.92729,16.71774,0.06916405
GALAXY,19.38072,17.38953,16.26663,15.75659,15.36963,0.09362785
GALAXY,19.51987,17.56103,16.443,15.95302,15.57304,0.1424379
GALAXY,19.46025,18.28482,17.78494,17.50377,17.31497,0.04653732
GALAXY,18.0106,16.81185,16.32209,16.03653,15.92627,0.044495
GALAXY,17.60994,15.90911,15.0209,14.54955,14.19971,0.04619161
QSO,19.23512,19.08207,18.78046,18.81124,18.99055,1.149604
STAR,19.27635,17.99304,17.47953,17.29088,18.2856,-7.32E-05
GALAXY,18.73576,16.83826,15.94847,15.53803,15.15638,0.07018682
GALAXY,18.99369,17.31122,16.48666,16.05332,15.74858,0.05894065
STAR,17.83883,16.62422,16.84056,17.03584,17.15817,0.000648475
STAR,18.97562,17.84829,17.49412,17.374,17.35097,0.000257387
STAR,17.66081,16.62739,16.28842,16.17215,16.14751,5.91E-07
STAR,17.28231,16.209,15.7648,15.51375,15.47968,0.000579113
GALAXY,16.32175,14.72385,13.8848,13.46923,13.15061,0.01251297
GALAXY,19.25978,18.10524,17.4296,17.08964,16.85153,0.1383053
STAR,19.21136,18.738,18.76889,18.96195,19.18182,-0.000197667
GALAXY,19.43974,18.09289,17.40579,17.0081,16.82082,0.04019753
GALAXY,19.22352,18.00232,17.37943,17.0111,16.76524,0.06460119
STAR,19.31302,18.13527,17.67289,17.49996,17.44187,0.000213372
QSO,19.1079,18.92201,18.59314,18.47573,18.40461,1.4047
STAR,19.20753,17.87736,17.30583,17.08623,16.96132,-3.48E-05
GALAXY,19.13766,17.23995,16.29899,15.78274,15.38905,0.04570889
STAR,17.94163,16.54377,15.9877,15.77288,15.65827,0.000126068
GALAXY,18.38335,17.32703,17.39917,17.56194,17.59595,0.02492348
GALAXY,17.17863,15.42035,14.50936,14.03708,13.60173,0.02524959
GALAXY,19.20228,17.71483,17.07567,16.80322,16.54525,0.02156401
GALAXY,19.35604,17.38218,16.29403,15.80728,15.41712,0.1435671
STAR,19.15385,17.74926,17.14627,16.90309,16.78826,0.000343345
STAR,19.55272,18.53341,18.1329,17.94877,17.83876,0.000722066
STAR,19.35893,17.89577,17.24237,16.99044,16.85701,-5.47E-05
STAR,18.261,17.1095,16.60116,16.39906,16.30808,0.000887095
GALAXY,18.85666,17.66109,17.03763,16.57114,16.35331,0.1258487
GALAXY,19.52121,17.7441,16.88671,16.40612,16.02948,0.06296776
GALAXY,18.62672,17.24185,16.66062,16.28336,16.01912,0.06987419
QSO,19.02503,18.8155,18.51251,18.30922,18.31968,1.487651
GALAXY,16.63782,15.67488,15.26671,15.07679,14.89407,0.02016207
GALAXY,18.33496,16.86486,16.12504,15.7163,15.41633,0.06984089
GALAXY,18.54785,16.8902,16.04284,15.58536,15.23375,0.06453946
QSO,18.9361,18.59122,18.42903,18.18872,18.16567,0.5838438
GALAXY,18.36063,17.22968,16.69767,16.42737,16.30265,0.0199993
GALAXY,18.76178,17.56904,17.17087,16.79988,16.74775,0.07294767
GALAXY,18.68131,17.26695,16.54334,16.1431,15.88703,0.09284572
STAR,18.17326,17.10972,16.73453,16.57569,16.48905,0.000909811
GALAXY,18.6288,16.95032,16.20076,15.76268,15.44596,0.06938305
STAR,19.54083,18.41205,18.20571,18.14277,18.09389,0.000379827
GALAXY,17.53849,15.78786,14.9577,14.50264,14.2035,0.06343265
GALAXY,17.82232,16.77606,16.33072,15.96423,15.79552,0.06262219
GALAXY,18.9379,18.07063,17.7687,17.47927,17.428,0.07421976
GALAXY,19.01005,17.4565,16.64985,16.12796,15.78517,0.0858379
GALAXY,18.96667,16.99418,16.01497,15.57269,15.20947,0.08539967
GALAXY,18.3126,16.54343,15.65867,15.23051,14.87113,0.0844093
STAR,16.93137,17.2629,17.75623,18.08873,18.4345,0.000165076
GALAXY,18.90142,16.91346,15.93626,15.49382,15.12776,0.08517714
GALAXY,18.93353,16.98117,16.04544,15.60755,15.27932,0.08571817
STAR,18.05346,16.95197,16.56443,16.43572,16.37421,-0.000250462
GALAXY,18.8115,17.67166,17.08666,16.44283,16.44788,0.08185273
GALAXY,18.6695,17.27253,16.70132,16.3242,16.04939,0.08136201
GALAXY,19.08723,17.12725,16.21387,15.77308,15.43097,0.07949528
STAR,18.5513,17.5738,17.32834,17.29379,17.24489,0.000616378
GALAXY,19.38438,18.18026,17.43588,17.02834,16.7131,0.1647461
STAR,18.20682,17.03266,16.59724,16.39196,16.30338,-0.000119558
GALAXY,18.94724,16.93945,16.02719,15.5921,15.2338,0.06443697
STAR,18.98832,17.51845,16.84269,16.53978,16.3768,0.000666729
STAR,18.93172,17.95159,17.65714,17.53084,17.51955,0.000399691
GALAXY,18.73125,17.32479,16.61528,16.22564,15.93428,0.08935121
STAR,18.83524,17.90071,17.58274,17.46517,17.40066,0.000752324
QSO,19.2229,19.04884,18.88845,19.02034,19.04908,1.014519
STAR,18.54735,17.00517,16.42322,16.20645,16.10244,-0.00019043
STAR,18.74619,16.85326,16.16337,15.93568,15.7915,1.25E-05
STAR,17.85004,16.138,15.52961,15.34447,15.23908,9.82E-05
STAR,19.54832,18.08643,17.51066,17.31159,17.23373,-6.16E-05
STAR,17.94245,16.66657,16.10645,15.87961,15.73977,0.000225421
GALAXY,17.37433,16.10176,15.48611,15.20287,14.99776,0.0229938
STAR,17.81092,16.27263,15.68785,15.49495,15.38605,-0.000176346
STAR,19.25583,17.95046,17.39246,17.17449,17.0425,8.42E-05
QSO,19.52112,19.21715,19.07192,19.13103,18.99092,0.9141566
STAR,18.25947,17.10711,16.60912,16.40416,16.29116,1.29E-05
STAR,18.48621,17.17117,16.66446,16.44695,16.34622,0.000481789
GALAXY,19.57364,17.69468,16.69488,16.25498,15.93791,0.1100293
STAR,19.31496,18.01464,17.4819,17.29032,17.1754,-5.06E-05
GALAXY,19.25702,17.81028,16.90624,16.4854,16.14583,0.1533793
STAR,16.31039,14.86417,14.30086,14.09949,14.01226,7.82E-05
STAR,17.44105,15.79736,15.17119,14.97054,14.87672,2.56E-05
STAR,19.08637,17.53676,16.85588,16.59259,16.43668,0.00075669
GALAXY,18.14282,16.60594,15.68205,15.26196,14.86637,0.008045804
STAR,17.47324,16.50728,16.20982,16.10591,16.06388,0.000515816
QSO,18.7093,18.55884,18.33429,18.2895,18.41076,1.166725
GALAXY,18.44487,16.62873,15.70877,15.29358,14.97091,0.07950422
STAR,17.94648,16.4643,15.90403,15.70531,15.59566,0.000187349
STAR,15.70621,14.78905,14.49906,14.3865,14.34201,6.18E-05
STAR,17.83093,16.88131,16.57057,16.46572,16.41471,0.000371354
STAR,19.59037,18.73735,18.40529,18.26672,18.25332,-0.000144436
GALAXY,19.1813,17.78183,17.06773,16.68902,16.40639,0.07963099
GALAXY,18.29014,16.88035,16.29732,15.99593,15.81486,0.04150943
STAR,16.48328,15.06156,14.54992,14.38695,14.32776,-0.000102326
STAR,19.29622,17.95109,17.35689,17.14744,17.07908,0.000408897
STAR,19.41831,17.88182,17.29789,17.08715,16.98668,9.59E-05
STAR,17.5686,15.89315,15.17661,14.88312,14.72372,0.000134002
STAR,16.22078,15.3068,15.06621,15.01012,14.98462,0.000212724
STAR,18.01164,16.76973,16.82013,16.90252,16.94517,0.000288391
STAR,16.48826,15.67375,15.40592,15.31919,15.28315,0.000223921
STAR,18.23963,16.75517,16.25679,16.1037,16.0372,5.30E-05
STAR,16.72618,15.80401,15.48818,15.38683,15.35141,0.000557643
GALAXY,19.19211,17.66395,16.70894,16.28271,15.95178,0.1347296
GALAXY,19.5038,18.08056,17.30295,16.8752,16.51943,0.09066118
GALAXY,17.85853,16.4395,15.76779,15.41843,15.10917,0.04419503
GALAXY,19.17008,17.81611,17.23299,16.71327,16.50843,0.04366594
GALAXY,19.06051,17.42766,16.58445,16.19048,15.8707,0.08114808
STAR,16.64665,15.14635,14.61565,14.45855,14.39265,-1.31E-05
GALAXY,18.83706,17.17847,16.30482,15.89341,15.55935,0.09125175
STAR,19.15889,19.34751,19.84426,20.19694,20.56606,-3.05E-05
STAR,17.82247,16.31487,15.7337,15.52116,15.41414,0.000215729
STAR,17.98082,15.79202,14.9194,14.6188,14.44842,-0.000210605
GALAXY,18.60652,17.09124,16.35563,15.94936,15.67175,0.07542984
GALAXY,19.5148,18.1469,17.44056,17.05706,16.76178,0.09203969
STAR,18.8798,17.29325,16.75477,16.57812,16.48394,4.32E-05
STAR,17.2092,16.05973,15.79513,15.72221,15.73674,0.000319817
STAR,18.75738,17.23185,16.60015,16.34192,16.20804,-0.000166038
STAR,17.48674,16.32361,15.82244,15.61553,15.51284,0.00023659
GALAXY,19.07678,17.66514,17.14488,16.8497,16.7324,0.04636251
GALAXY,19.46439,18.28526,17.80864,17.55646,17.35722,0.1098269
STAR,18.70664,17.05806,16.47363,16.26556,16.1697,0.000217851
STAR,19.08675,16.84783,15.9091,15.54999,15.35081,0.000112022
STAR,18.94645,16.37221,15.2801,14.88327,14.68458,-9.09E-05
STAR,18.44351,16.91038,16.31904,16.0637,15.93935,9.61E-05
STAR,19.03199,17.51569,16.95335,16.71386,16.57548,0.000121236
GALAXY,18.44785,17.54177,17.18911,16.87687,16.75641,0.06655637
GALAXY,18.2674,17.14597,16.87172,16.64103,16.55622,0.06251667
GALAXY,18.20894,16.44297,15.64058,15.26381,14.97204,0.06268962
GALAXY,18.66943,16.8495,16.00342,15.59754,15.29298,0.04704995
GALAXY,19.15973,17.5623,16.798,16.34253,15.99921,0.08035871
GALAXY,19.36334,18.06556,17.58404,17.2535,17.09801,0.06325846
STAR,18.22715,16.75524,16.22113,16.02702,15.94156,0.000173322
STAR,16.72275,15.70332,15.41474,15.31566,15.29872,-7.38E-05
STAR,19.26705,17.78779,17.24384,17.0266,16.93024,0.000300759
STAR,18.50186,16.13272,15.14545,14.81011,14.63561,3.86E-05
STAR,19.27136,17.83511,17.23874,16.99835,16.869,9.30E-05
STAR,19.25746,17.98146,17.44543,17.23932,17.1211,5.95E-05
STAR,17.30551,15.85834,15.35062,15.19022,15.13456,-1.93E-05
STAR,18.68479,16.97188,16.27111,15.98417,15.82974,0.000324206
STAR,17.84916,16.56059,16.04874,15.84963,15.76703,-0.000114046
STAR,17.26751,15.88087,15.32262,15.11382,15.02619,0.000330973
GALAXY,18.98376,17.77633,17.29383,16.96459,16.82775,0.08112247
GALAXY,19.52968,17.55491,16.49394,16.0624,15.70407,0.1252315
STAR,18.89297,17.72994,17.22637,16.98562,16.89677,0.000994804
STAR,17.65629,16.76812,16.54069,16.45583,16.43721,0.000381501
GALAXY,18.4086,17.04395,16.38441,15.9801,15.72501,0.08074103
STAR,19.55195,18.00267,17.43021,17.23611,17.14624,-1.16E-05
GALAXY,18.35994,16.75965,16.0056,15.60248,15.29887,0.06204112
GALAXY,17.39253,15.45252,14.55437,14.09429,13.73602,0.04639898
GALAXY,18.51302,16.39031,15.41031,14.98303,14.62139,0.07933678
GALAXY,19.35769,17.45943,16.52664,16.11278,15.79024,0.07991444
GALAXY,17.3933,16.08892,15.49643,15.12223,14.87504,0.05644372
GALAXY,18.55428,16.7459,15.88485,15.4825,15.16267,0.05667516
GALAXY,18.43754,16.50658,15.55545,15.13465,14.81354,0.08135636
STAR,18.67547,17.34602,16.74079,16.49702,16.36734,0.000265042
STAR,18.44166,16.95441,16.39491,16.21032,16.12185,-7.99E-05
STAR,17.63692,16.70477,16.43593,16.34091,16.32267,-0.000175992
STAR,18.28519,16.87424,16.35531,16.19252,16.115,0.000109734
STAR,18.55359,18.64592,18.95979,19.1778,19.50434,-7.25E-06
